,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,3/8/20,4/4/20,3/31/20,5/17/20,3/22/20,3/10/20,3/18/20,3/17/20,3/12/20,3/1/20,3/21/20,5/3/20,2/26/20,3/9/20,3/15/20,3/22/20,3/4/20,3/20/20,3/28/20,3/11/20,4/12/20,3/15/20,3/14/20,3/3/20,3/13/20,3/18/20,3/9/20,3/18/20,3/4/20,3/14/20,3/8/20,3/20/20,3/4/20,3/22/20,3/3/20,3/22/20,3/22/20,3/11/20,3/20/20,3/12/20,3/6/20,4/6/20,4/19/20,3/15/20,3/21/20,4/4/20,3/23/20,4/20/20,3/13/20,3/29/20,3/31/20,3/20/20,3/13/20,3/7/20,3/18/20,3/10/20,3/16/20,3/10/20,3/14/20,3/21/20,3/16/20,3/29/20,3/22/20,3/3/20,4/6/20,3/2/20,3/26/20,4/1/20,4/5/20,3/3/20,3/8/20,3/21/20,3/23/20,3/6/20
