,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,36119,18097,53033,55079,34025,48157,48439,13095,1073,18051,15007,20101,29077,29095,8115,37049,42101,47089,48041,50027
