,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,01000_4,09000_4,10005,12000_4,13095,17000_4,19000_4,22000_4,22017,24000_4,25000_4,26000_4,28000_4,34000_4,34011,37000_4,39000_4,42000_4,45000_4,48000_4
