FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
01000_4,,,,,,
1101,0.475875282157897,0.77865758131568,0.23656603267458992,0.4262993130336377,-0.6200050810038343,0.3688883993853823
05000_4,,,,,,
06000_4,,,,,,
6113,0.2014863433666895,0.0761316519151677,0.3554587935056674,0.43277636833070626,-0.33598947686971803,0.23932086899680174
9005,-0.582175777704976,-0.7994824035751067,-0.2507993640285131,-0.6606512087044499,0.6786045723874066,-0.744326062379296
9011,-0.472669837903501,-0.6654893869609756,-0.46186502304958404,-0.597903744944593,0.554975133866548,-0.4613718703124767
10001,-0.33332856434589275,-0.22211042931834557,-0.13575851593977828,-0.2921272625552165,0.32799807329666897,-0.17101741583905697
10005,-0.6559209888660509,-0.6222262378627564,-0.2697438900618441,-0.6694516097735168,0.6738132416430122,-0.5481756908009019
12000_4,,,,,,
12015,-0.3015246130460206,-0.38296102034575336,-0.0836874924308589,-0.11824046068016932,0.4515280624342573,-0.195655662005107
12085,0.08853528654825918,0.1751430559699828,-0.19488331039520385,-0.163848037343841,-0.45748990598867373,-0.011626332773989244
13095,-0.6538576750179605,-0.806473627084903,-0.5057412115114813,-0.7288716706243714,0.7714029113041959,-0.5702055826823237
17000_4,,,,,,
17091,-0.4240476891039685,-0.4915895659661516,-0.3622459319685535,-0.2558529273016711,0.49092758263577435,-0.481559703472436
17119,-0.2446767520796299,-0.3639715918501376,-0.24015112441371367,0.17978121797511212,0.401788822535902,-0.20438228288321988
18000_4,,,,,,
19000_4,,,,,,
19013,-0.33211955785277103,-0.3240232342511622,-0.34863352158058447,-0.2179570161088896,0.3981997517040526,-0.2998692707982691
19113,-0.5132010157218353,-0.7512792573614974,-0.40646300208926933,-0.6299124191819182,0.6030485158692427,-0.6274533071793137
19193,-0.2033115436971333,-0.0859975796861216,0.014100967141825481,0.019626337747650983,0.3339650513446749,-0.2602919820366818
21000_4,,,,,,
22015,0.2148844929436757,0.4561312545023324,0.332137568835139,0.2036944133207399,-0.40121145034864625,0.22765742757318388
22017,-0.7763460662339557,-0.7824152525472273,-0.6425636361888735,-0.6318401744339966,0.8012389706312684,-0.8205047166393391
22019,-0.22327951480496872,0.1584594217149541,0.021505560903319714,-0.27329099185654915,-0.008721921772914067,0.12672729046354
22045,-0.15244665779432243,0.13187415307452596,-0.07832528065819788,-0.114193980979545,0.16675279988006383,-0.2744759571263915
