FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
01000_4,,,,,,
1101,0.11939910555391965,0.2509668319241649,0.1883310563253628,0.24693688317320486,-0.1107642061339569,0.1194666146061139
05000_4,,,,,,
06000_4,,,,,,
6113,0.3653149205895118,0.49349857034754185,0.4474164063164914,0.5113139811883195,-0.470642290865924,0.5168404317305937
9005,0.3365429991694866,0.08405955196523411,-0.14076946371270568,0.3859208027576912,-0.24893544122545794,-0.01785789768013481
9011,-0.13954881906838804,-0.19996999884422142,-0.20279636770879594,-0.10152416608293421,0.12997408473377278,-0.3520349181039398
10001,0.44942477395434766,0.7013649202600911,0.2816386774972391,0.6536918603078041,-0.6314283266948773,0.39257396414966006
10005,0.613626888740627,0.7759247205478177,0.24902579228447294,0.7437238112377444,-0.6898484965246694,0.718804819674713
12000_4,,,,,,
12015,0.21969026966579322,0.39154102296928533,0.11795264586822886,0.023036167841403044,-0.5214704444592735,0.26135351913228355
12085,-0.00035156844622087104,-0.08847848895864152,-0.15494338902265334,-0.09931051055364394,-0.3703042309885817,-0.20334813604575094
13095,0.7313745047701551,0.619452534665348,-0.038884915197552744,0.44815093079072293,-0.6257241826383836,0.6233571672609745
17000_4,,,,,,
17091,0.18367366481318276,0.03414591540566408,-0.1604177000058581,0.137820937361692,-0.06364589040468249,0.021775531102947755
17119,-0.25389392202178324,-0.39906505137472004,-0.3330182993437425,-0.510649843039014,0.3029210038965209,-0.5373755056460158
18000_4,,,,,,
19000_4,,,,,,
19013,0.4310922449776951,0.6094711159824955,0.48510173671639567,0.4407703406696302,-0.5457207828905961,0.22904668624760305
19113,0.5415294514211692,0.5156582653902468,-0.005040671406492454,0.42389086684981575,-0.4856018105217467,0.4982960561101367
19193,0.42933008065230954,0.6159032828833918,0.26679397246186143,0.3923620330795219,-0.589251479950664,0.5668540758596969
21000_4,,,,,,
22015,0.5981148521495855,0.7259951214309768,0.5043874826493174,0.6033781318004879,-0.695352621574787,0.5159115199423088
22017,0.6760873064950971,0.5198361149784004,0.2845252221839834,0.3339349923149511,-0.5785397351978452,0.5804635069241542
22019,0.5203280791761118,0.7303640223316394,0.5360766492248916,0.49407573787839437,-0.671275509739514,0.7684299487505506
22045,0.2803430035703291,0.40547932671506925,0.31127160316614383,0.261639146607378,-0.6138813686356642,0.7368076505771166
