,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,01000_4,01101,06000_4,09005,09011,10001,10005,12000_4,12015,13095,17000_4,17091,17119,18000_4,19000_4,19013,19113,22000_4,22017,22019,22045,22057,22073,22109,24000_4,25011,25015,26000_4,26021,26121,26145,26147,27000_4,28000_4,28049,28075,28083,31000_4,34009,34011,34033,36007,36111,37000_4,37089,39000_4,39029,39133,39155,39173,42000_4,42041,42055,42089,45000_4,45041,46099,47165,48000_4,51000_4,55000_4
