FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
4001,0.3135240270545547,0.3312659403856554,0.46648591022355007,0.14759261838919865,-0.23513821030976517,-0.578881577316268
04000_2,-0.18452903518667835,-0.4850883941618251,-0.3356169710902041,-0.7841552883049665,0.02719422835057448,0.3932289847332768
4005,-0.06951414964659786,-0.4824339892563992,-0.6606478111958087,-0.3768499359981214,0.1655054137907242,-0.4809732955700299
4015,0.22242582518237974,0.14805216512684394,0.0052965849840275955,0.05876094998190818,-0.2638073020641741,0.6302905011493388
4017,0.4486655127169356,0.6703042099212178,0.6552261329671264,0.6605972120429461,-0.33630083866637256,0.5136174509542505
4025,-0.2204881851955381,-0.4135975495683504,-0.29638155005038114,-0.227105403826367,0.39846396244311105,-0.04351991782433802
4027,-0.4137167889188057,0.05725685379041204,-0.45269730824225385,-0.6045224931121302,-0.21367273047947985,0.34497929745586825
6025,0.20191109799288987,0.5142945477599165,-0.18744877227407852,0.07177988093014362,-0.5171137569144788,0.6210330787551716
08000_2,-0.562023680146458,-0.6205049611058435,-0.5281385633994049,-0.6306687775512582,0.5438885656663783,-0.539737102030759
35000_2,0.008026203734914545,-0.12777985002535244,0.0644707513514636,-0.46240565473058015,-0.05383020143593198,0.21423707232256928
35031,-0.4067906094087521,-0.5288491677739244,-0.8041966779448935,-0.00482511058521622,0.4490055124528903,-0.7156461366941561
35045,-0.37010003890617565,-0.5381821107667939,-0.7949289812278467,-0.2244346374221126,0.626046423936457,-0.4852664795971567
48479,0.0922134307977224,0.3484368966268857,0.16605478901663215,0.15583640711878613,-0.24423923857207522,0.5116106094661264
53000_2,0.22773169565719034,0.20143082379806315,0.3430702372053279,0.32279612277962877,-0.26484348729265667,0.3825132250398023
53077,0.1837358783621017,0.015112413103402923,-0.13270973163107108,0.0443845279267315,0.019064098580909794,-0.011236678097330983
