FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
4001,-0.027922723242809876,-0.011402550869815252,-0.3083679560076241,0.11214552076046812,0.19498334623810165,-0.10655416206150861
04000_2,0.002451382300990684,-0.05583395766861962,-0.40922879248368,-0.22396523571913404,-0.04685453953707155,0.16323895359457508
4005,0.6851594415736527,0.4118213204559942,0.029713585090172308,0.29703793198712414,-0.7025544290433949,0.3046109357817263
4015,0.5547649922717904,0.590124458286773,0.25897532323441214,0.4167183409710649,-0.6368861693653868,0.8043904780854443
4017,0.07924101750928297,0.01426456082809239,-0.1445288734949609,0.14985478868001717,-0.33334039713870617,0.3456543102794844
4025,0.062162865938859786,0.2701446124575511,0.2335127174218366,0.031787559130369174,-0.16251394877038558,0.07677961966076499
4027,0.09902189377261082,0.28473658057984486,0.05390450164345187,0.16747600377572572,-0.13844958911295951,0.2706364452236211
6025,0.17039591385122876,0.08875150593421377,0.40940659062706125,0.5711578916311337,0.07711727676066445,0.24571226392631562
08000_2,0.6655321906337741,0.5881264252899167,0.5564490828862524,0.6311962141651646,-0.6541769163731497,0.6159362791127607
35000_2,0.4671659399477123,0.7412556435339357,0.720532489289558,0.38808400614116334,-0.6186685680259376,0.8416756069370339
35031,-0.2126288490330483,-0.21723352045237443,-0.5595451965423766,0.20182716582116744,0.31121418402891265,-0.4438565120621053
35045,-0.11177601615261691,-0.1956237644983912,-0.4158934304146301,-0.06571295559260115,0.19251107945875537,-0.07683016877982957
48479,0.35258943058846115,0.5796990914511501,0.6794174234778577,0.6775656278342185,-0.5144377173136244,0.583762844707526
53000_2,0.4698801155756442,0.6525123101330887,0.5987850470878183,0.6409826289362185,-0.5959906406665071,0.5463341323077345
53077,0.49235057640170266,0.45433349371165005,-0.26252223220568205,0.14403364129681087,-0.21617679553288213,0.04559675725338471
