SUPERCOUNTY,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,test,fatality_rate
23000_3,0.10444940377209622,0.11480741574940767,0.11602991804876706,0.11979375721058463,0.1194359516595526,0.15259948026450088,0.14193641611868135,0.08374714156943606,0.04720051560697354,1.0,0.011252269423910126
24000_3,0.10989127937210512,0.12670851020087315,0.13616079526902006,0.11631535028843014,0.11573969935541607,0.1355222580996263,0.1247421059633083,0.08550109446238315,0.04941890698883769,0.9999999999999999,0.011065161917304599
25000_3,0.0812566566108859,0.1284872276714269,0.15758672413889246,0.1074983410749834,0.10652529093920249,0.1404984024133874,0.14354580584722276,0.08587097745534844,0.048730573848650274,1.0,0.011403828853027608
26000_0,0.11004611616643911,0.12516080152159673,0.12214601961975866,0.11217106388128179,0.11619537680827724,0.14499496220999825,0.13985589026825246,0.08515772360290114,0.044272045921494654,1.0,0.010989869332223179
26000_1,0.09474104115417858,0.10404893291669437,0.09886310750614985,0.09859716774150655,0.10424838774017686,0.15530882255169204,0.18017419054584138,0.1095006980918822,0.0545176517518782,1.0,0.013630817432351573
26000_3,0.11375155648802693,0.12685103282575375,0.12502406312213832,0.11500466641811594,0.11840274477982549,0.14404367669885643,0.1338585795082107,0.0794454638273401,0.04361821633173238,1.0,0.01057998952644994
27000_0,0.12428664283392915,0.13345141371465713,0.12355866103347415,0.12066298342541437,0.10834254143646409,0.13212869678258043,0.12770555736106598,0.07886902827429315,0.050994475138121546,1.0,0.01092977303802405
27000_1,0.10300169208125995,0.1224806512009772,0.1491985141724321,0.11729427195450404,0.10550977702574166,0.13123642079758102,0.14360663616247987,0.07834135987264335,0.049330676732380827,1.0,0.011078407949277612
27000_3,0.10725762697717124,0.14007484384346786,0.1718208755894996,0.10820360864182074,0.1004409943936675,0.12308890836498199,0.12553733149701599,0.07331357901033625,0.050262231682038874,1.0,0.010531113302171585
28000_0,0.12497516457334591,0.1357007712378966,0.14315263585287535,0.11984979204194611,0.11627926149127978,0.12868584524952906,0.11884400878823728,0.07346916903341756,0.03904335173147236,1.0,0.00959327232224636
28000_3,0.12863338496849175,0.1383524870033495,0.14255865726960854,0.12888277467336032,0.11812657642679297,0.12761250922539152,0.11368723692427474,0.06747816319413467,0.034668210314595986,1.0,0.00890034186208952
29000_0,0.12123802565905817,0.13207109156828872,0.13352542349736105,0.12166681460340437,0.11621409404679808,0.13296690541380182,0.1221666131818461,0.07810513522555801,0.04204589680388368,1.0,0.01011363017185697
29000_3,0.12063874411600053,0.13139552303531582,0.16261127362470137,0.1288566314743706,0.11417915743493105,0.1276660332579025,0.11268302490794546,0.06561497157545318,0.03635464057337949,1.0,0.008932282623376727
30000_0,0.12479676145601751,0.11314994856820519,0.14437402528453397,0.12650009401510878,0.10062934819878112,0.1267434272378361,0.13156584928825032,0.08336374998617424,0.04887679596509274,0.9999999999999999,0.01099696692106049
30000_1,0.12860238420852144,0.12719109262693817,0.12905199922566302,0.13632701998913432,0.11672505417236492,0.12659785059043194,0.12170828727901734,0.07136389466519293,0.04243241724273591,1.0,0.009820105081274158
30000_4,0.10299601821686827,0.11764359252805348,0.19176536943034406,0.1425107962724449,0.11273581331919086,0.11429317035802375,0.11807291798200201,0.06853212785480381,0.03145019403826889,1.0,0.008716015624079265
31000_0,0.13603063539367322,0.13933977819179255,0.12881938201280047,0.12443907160372919,0.11224306323331944,0.12562883277160794,0.11785139079637486,0.06880721660921893,0.0468406293874834,1.0,0.009957958665554692
31000_1,0.16526415376188816,0.14689040481999702,0.13673255987651245,0.12762037544191604,0.1095453866454215,0.1232385599760992,0.09834188119304885,0.05970223572175472,0.032664442563362046,1.0,0.008073549614101479
31000_3,0.12794774974697737,0.13865067964895078,0.18131330942161744,0.1303704595694171,0.11222737346717013,0.11016591978393442,0.10644154101547382,0.05882167422150736,0.03406129312495162,1.0,0.008242598217516335
32000_0,0.126759410801964,0.12279050736497545,0.1270049099836334,0.12680032733224222,0.10560556464811784,0.13391980360065467,0.12880523731587562,0.08993453355155483,0.038379705400982,1.0,0.010452442688216039
32000_1,0.1190462387409149,0.12021857923497267,0.14418929219405885,0.13846715406830062,0.11942628318679077,0.12994084618935658,0.12237001728450729,0.07506199877612806,0.031279590324970206,0.9999999999999999,0.009151319882336521
32000_3,0.11096473815281338,0.11309416392969285,0.12556393691124987,0.12108853358357094,0.11482657812105244,0.137456238495687,0.13736600858988704,0.09297289493629768,0.0466669072797488,1.0,0.011423802602230483
33000_3,0.09753851205516424,0.1271188137446091,0.1532673679658187,0.11795280446247303,0.11241475691455069,0.14390914879047922,0.13125533082125682,0.07596695591586011,0.04057630932978813,1.0,0.010144129830975426
34000_3,0.13197149140237924,0.1294610921230427,0.13207084757438464,0.13748244707627905,0.12807010571496702,0.12893119253901386,0.10734440823463953,0.06624407174840367,0.038424343586890286,1.0,0.009045392979492885
35000_0,0.12999058341180492,0.14433213056557864,0.12817393188390097,0.12225731452237898,0.10779076841026325,0.1232573061891151,0.12231564736960525,0.07841601319989,0.04346630444746294,1.0,0.010169108064932791
35000_1,0.12792558560954112,0.13813835994859142,0.11961354940688107,0.13205698275055522,0.12022414922271629,0.12767937600638174,0.12485781395417547,0.07458181298903382,0.03492237011212385,1.0,0.009439132339631376
35000_3,0.12284189599246625,0.1374646855707858,0.12808674270168463,0.11855184681385372,0.11512503923825468,0.1356728052736214,0.1258632416030135,0.0797059746782463,0.03668776812807366,0.9999999999999999,0.009845994810086847
36000_0,0.10180724992944146,0.12756032358621303,0.13326525887848392,0.10908191449890753,0.11026158983449663,0.14766554301533896,0.13808860883931998,0.08382354340222173,0.04844596801557678,1.0,0.011231423094047397
36000_1,0.1147182706826671,0.11988397043630294,0.11817531590240801,0.11698323134387667,0.1187713581816737,0.1524676150361599,0.13400354976290763,0.08579035206230629,0.039206336591697796,1.0,0.01056002294895229
36000_3,0.10602186878130918,0.12279773928546774,0.129968874655205,0.11576587257517956,0.11476397864147025,0.14677656084449636,0.13350281688872614,0.08116541454937284,0.049236873778772935,1.0,0.011097158979737011
37000_0,0.1138940431051067,0.12601438078039315,0.1181620444207247,0.11271598579298048,0.12380823833371601,0.14219327586813205,0.13279881180663725,0.08673718461885346,0.04367603527345616,1.0,0.010869716633310786
37000_2,0.09865298883083265,0.15048586905161374,0.19042368876988502,0.11338314147383702,0.12366206249529196,0.12470981393851822,0.11047272079820855,0.060427181274695776,0.027782533367117043,0.9999999999999999,0.007993147158402214
37000_3,0.12222593394563352,0.1285105971939371,0.15465946502885752,0.11841381512397603,0.11537646266498164,0.12634393455203077,0.11701521091085693,0.07718551193609755,0.04026906864362894,0.9999999999999999,0.009799053709822831
38000_0,0.1527126757754064,0.12556098533958313,0.13501047172633887,0.14386157375087266,0.10140121671486985,0.12264386157375087,0.10663707988431237,0.06076094544729231,0.05141118978757355,1.0,0.009736046412187095
38000_1,0.1348707263500007,0.12083100121818721,0.19527682010808473,0.15145030125440356,0.11053990621369543,0.1071863638287765,0.09603454195690722,0.04875570878270645,0.035054630287238195,0.9999999999999999,0.007688934036809009
39000_0,0.12104144842859102,0.13209027454218208,0.1197353389847117,0.11486176797654819,0.12059385622807478,0.13902479268831588,0.1292251787049792,0.07871111147637781,0.04471623097021932,1.0,0.01051717175421372
39000_3,0.10971545516166596,0.12692487066143712,0.1340493543210377,0.11191696261492737,0.1161997636276208,0.13649201374204126,0.13463521600843525,0.08210826202573446,0.04795810183710004,1.0,0.010999101192434925
39000_4,0.07738004801118235,0.1692242243763104,0.24987085599683978,0.11159561214257498,0.09763286638913368,0.1070375885016257,0.10361907077091373,0.055683855480263764,0.02795587833115561,1.0,0.00754214185025373
40000_0,0.1283599364699864,0.13706512233462623,0.13781820130818637,0.127253385293521,0.11584797031647635,0.12553148039721862,0.11449989110885112,0.07402562775238491,0.03959838501874895,1.0,0.00956182664060968
40000_3,0.13156762604943584,0.13734777589886227,0.12171538831787843,0.12531041151088942,0.12018196610285004,0.1279853813748834,0.11833759993866311,0.07674352235601804,0.04081032845051945,1.0,0.009861785990910215
41000_1,0.10880770404328315,0.12000952586495597,0.14670129715489205,0.12249815808470578,0.11437140454413526,0.1224282025139353,0.13492643501946106,0.08649187696750044,0.043765395807131,1.0,0.010791030781641873
41000_3,0.1189007261907239,0.1389802118229676,0.14243950144613912,0.12405064608085895,0.1194313239975863,0.11830250317318297,0.1198162675045257,0.07677542187727585,0.04130339790673963,1.0,0.009876577359079465
41000_4,0.0844181930706507,0.13931444826874845,0.24407986883964344,0.10869588820968284,0.09797939218900989,0.1029521937872553,0.1178705985819915,0.06872889545173233,0.035960521601285544,1.0,0.008969933833508864
42000_0,0.10708391012671706,0.12500887374436517,0.12138838604337486,0.10829961310474567,0.11786994640258404,0.14442906328754482,0.1370239236148085,0.08905246157668689,0.049843822099172964,1.0,0.011532274797678628
42000_1,0.08301002985715052,0.11858831101496434,0.10537607494681137,0.09597196645987163,0.11871346074768026,0.170596964225055,0.15189601845064632,0.10750362040298214,0.048343553894838465,1.0,0.01263286581803229
42000_2,0.08021252418537514,0.14032124320506129,0.24450109026135564,0.11721998710113325,0.1049169251558613,0.1141918245754123,0.10236786339485887,0.0595620527625073,0.036706489358434936,1.0,0.008421947651484905
42000_3,0.10264764801004031,0.11783388283748784,0.11901991438409135,0.11160356292171002,0.11863408870183426,0.14703289852308649,0.14124959250349198,0.08766945310994197,0.05430895900831582,1.0,0.011921127802734638
45000_0,0.110110828306311,0.11757821111489669,0.12381639510725428,0.11151505434528461,0.11322123574563601,0.13301935320092725,0.14180144430860908,0.10336359567375461,0.0455738821973265,1.0,0.01183156636444409
45000_3,0.12155677057666542,0.13156871388966596,0.1362810827102573,0.12174990754541967,0.11981420743256879,0.13215678564654548,0.12171786239813756,0.07830448259645373,0.03685018720428608,1.0,0.009710103816057391
46000_0,0.15884708371109096,0.13395285584768812,0.10747204593532789,0.12076911453611364,0.10645210033242672,0.12515110305228166,0.1223179208220006,0.07011181625868843,0.05492595950438199,1.0,0.010708788550166213
