,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248
0,01000_0,01000_4,01073,01097,01123,04000_2,04005,04013,04019,05000_0,06001,06000_1,06037,06059,06065,06067,06071,06073,06081,06085,06107,08001,08000_0,08005,08013,08031,08041,08059,08123,09001,09003,09005,09007,09009,09011,09013,10001,10003,10005,11001,12000_0,12000_4,12011,12057,12071,12081,12086,12099,12103,12115,13000_0,13000_1,13000_3,13067,13089,13095,13121,13135,17000_4,17000_0,17000_1,17031,17043,17089,17097,17111,17163,17197,18000_0,18003,18000_4,18000_1,18057,18063,18081,18089,18095,18097,19000_0,19000_4,19113,19153,20091,20209,21000_0,21000_1,21111,22000_0,22005,22000_4,22017,22033,22051,22057,22071,22095,22097,22103,24000_4,24003,24005,24000_1,24013,24017,24021,24031,24033,25001,25000_4,25005,25009,25013,25015,25017,25021,25023,25025,25027,26000_0,26000_4,26049,26000_1,26081,26099,26125,26145,26161,26163,27000_1,27000_4,27053,27123,28000_0,28000_4,29183,29189,32003,32000_1,33011,33015,34001,34003,34005,34007,34000_4,34011,34013,34015,34017,34019,34021,34023,34025,34027,34029,34031,34035,34037,34039,34041,35001,35031,35045,36001,36000_4,36027,36029,36055,36059,36061,36063,36000_1,36067,36071,36079,36087,36103,36111,36119,37000_4,37000_0,37000_1,37119,39000_0,39000_4,39000_1,39035,39049,39061,39093,39095,39099,39133,39151,39153,40000_0,40000_1,41000_1,41051,42000_4,42003,42007,42011,42017,42029,42043,42045,42069,42071,42077,42079,42089,42091,42095,42101,45000_4,45000_0,45000_1,45079,47000_0,47000_4,47157,48000_4,48000_0,48000_1,48029,48113,48201,48303,48439,48453,49035,51000_4,51000_1,51000_0,51013,51059,51087,51000_3,51153,53005,53000_1,53033,53053,53061,53077,55000_1,55000_4,55079
