FIPS,County,State,Not_enough_data,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
01101,Montgomery County,Alabama,False,-16.329,-25.543000000000006,-6.431,10.876,19.838,6.9,16.25,5.769,-11.324000000000002,-9.091,-8.669,5.377000000000002,5.974,14.002,0.536,-7.891,-4.834,8.002,18.031,-5.14,19.06,-5.862,-12.304,-1.11,2.253,4.172,-7.919,2.764,-27.96,-16.717,-13.879,3.403,10.197,-13.938,-0.608,-14.003,-25.543000000000006,-29.841,-3.495,-3.662,-9.771,-8.475,-29.704
01103,Morgan County,Alabama,False,5.105,2.899,2.8480000000000003,6.279,12.805,9.904,30.509,19.073,7.016,6.316,9.153,13.364,17.233,28.426,33.041,12.31,10.939,4.555,13.923,11.475,20.789,8.046,3.487,0.537,-0.042,-0.042,-8.94,-12.539,-11.804,-17.685,-13.334,-9.235,-17.357,-19.934,-27.815,-27.243,-15.921,-16.224,-9.81,-14.564,-21.504,-31.981,-31.654
01105,Perry County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01107,Pickens County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01109,Pike County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01111,Randolph County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01113,Russell County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01115,St. Clair County,Alabama,False,4.435,-3.426,-0.011,-0.928,4.599,5.097,10.745,16.105,2.4290000000000003,8.363999999999999,2.283,6.904,9.779,16.122,18.328,13.164,-0.476,10.084,7.825,3.395,12.359000000000002,-3.9,3.405,6.502999999999999,11.46,7.365,-4.692,-4.85,-21.127,-12.209,-8.384,-7.81,-8.308,-17.035999999999998,-20.446,-23.905,-16.112000000000002,-16.759,-13.776,-10.612,-24.698,-29.05,-32.241
01117,Shelby County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01119,Sumter County,Alabama,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
