,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
mu[1],3.326547631836137,0.017676153956356033,0.17129042471992562,3.053791499764946,3.2050241320073116,3.299919408471295,3.4153923546503773,3.691921813738891,93.90541176263496,0.994543288916743
mu[2],3.1977130131792073,0.0194937008871423,0.17628451122771324,2.8194195078475754,3.0943744933216752,3.226011825092427,3.3084022181565267,3.487023632880011,81.77860835915172,1.0522108507502501
mu[3],3.380953007018336,0.01949747957917584,0.17476764710890558,3.1433171355458485,3.262640689345287,3.332270071321014,3.4436056586249926,3.8330785684370827,80.34616095972127,1.010044322157706
mu[4],3.3807801725370434,0.019223867081596464,0.19478177762600488,3.042922808270375,3.232327094496354,3.34707229766439,3.4968620825413828,3.9188191758597757,102.6632810728085,0.9774616925911108
mu[5],3.146203573983586,0.02045245727676743,0.19614530157912008,2.6868498994124534,3.021883363069465,3.170462246208093,3.283536705629885,3.4560917283051995,91.97394839447433,1.0101743633073166
mu[6],3.3173842452688667,0.012155291480809065,0.19250227848846801,2.992219273610321,3.1999451691538088,3.303406321329033,3.4068018227195465,3.742716544049017,250.80777380691046,0.9886465351362268
mu[7],3.462718688238721,0.026896718450478627,0.2426894864467301,3.1408439227398492,3.298240284684523,3.391132982951728,3.574369021935607,4.076458930311763,81.41479460269338,1.0245372103456014
mu[8],3.3152355092086823,0.022623820699701456,0.19852379211063995,2.9005046695148935,3.205739926633565,3.309339678153614,3.4335696950213217,3.77062326567526,77.00044306849554,1.0187768139813551
mu[9],3.2444428772537215,0.016430490439563118,0.1566789310072402,2.8776850767317366,3.1590631489241128,3.257502273042671,3.321676810333968,3.540868567602695,90.9327123508859,1.014333798026095
mu[10],3.2537607030864377,0.01780813500047954,0.21613799393074395,2.8029124890427757,3.1160036471772425,3.26700588200874,3.3691019418951305,3.774775470876742,147.307667860346,0.9809395070135997
alpha_hier[1],0.9937366990316816,0.01806191162908364,0.19789002100141506,0.4673659099582721,0.8925644734613518,1.041984836588389,1.141936483410467,1.2616376628240262,120.0384455947498,1.0021356851706196
alpha_hier[2],0.02833763767997761,0.0076997163689157475,0.07656522568179484,1.8327825026744003e-10,4.1004651219847974e-05,0.002921535675279159,0.030172222257787033,0.2069823625496475,98.88118874587073,1.0312450933547728
alpha_hier[3],0.03148491651038098,0.0067187472113289905,0.06732334219791931,9.0350624664054e-19,2.628164083410395e-06,0.0006505750237742222,0.020517021329620473,0.2544424518918677,100.40485960317419,1.016467654286765
alpha_hier[4],0.04332037744920214,0.009388055228221046,0.08717594574127785,3.263659717318693e-10,7.738725947146678e-05,0.002357502251972809,0.04515221113435912,0.34613835219147265,86.22675918633128,1.0286382922339523
alpha_hier[5],0.026127672942677375,0.009182746270409554,0.07041766309206651,1.2029443559859146e-09,1.5819351161117565e-05,0.0012565517196891306,0.019251473211167797,0.19497419613735362,58.80551364594574,1.0352636637261827
alpha_hier[6],0.020558340173929407,0.00578736425320306,0.047415861861132974,2.6858768801806787e-11,4.462045693554192e-05,0.0009388239919957502,0.013246609123280594,0.17958877503386475,67.12521087498435,1.007500530765977
alpha_hier[7],0.03112967443594275,0.006880403669058494,0.07251590469068334,2.7104111628265028e-09,9.395832536593383e-06,0.0023448577077838035,0.024761995079846985,0.24170902385025173,111.080723927095,0.9699269478501916
alpha_hier[8],0.018325837672576242,0.0031324595126395647,0.0404170200943478,1.4190180344366396e-12,8.346370452379902e-05,0.0018803293421822413,0.018676993854617983,0.1664708487316955,166.47830587548145,0.983224276338887
