,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218
0,01073,01097,01101,04001,04005,04013,04015,04017,04019,04021,04027,06001,06013,06019,06025,06029,06037,06059,06065,06067,06071,06073,06077,06081,06085,06099,06107,08001,08005,08031,08041,08059,08123,09001,09003,09005,09007,09009,09011,10001,10003,10005,11001,12009,12011,12021,12031,12057,12071,12081,12086,12095,12099,12101,12103,12105,12111,12115,12127,13063,13067,13089,13095,13121,13135,17031,17043,17089,17097,17111,17163,17197,17201,18003,18057,18063,18081,18089,18097,19153,20091,21111,22017,22019,22033,22051,22071,22073,22079,22103,24003,24005,24013,24021,24027,24031,24033,24510,25001,25005,25009,25013,25015,25017,25021,25023,25025,25027,26049,26081,26099,26125,26145,26161,26163,27003,27037,27053,27123,28049,29189,29510,31055,32003,32031,33011,33015,34001,34003,34005,34007,34011,34013,34015,34017,34019,34021,34023,34025,34027,34029,34031,34035,34037,34039,34041,35001,35031,35045,36001,36027,36029,36055,36059,36061,36065,36067,36071,36087,36103,36119,37081,37119,37183,39035,39049,39061,39095,39099,39151,39153,39155,40143,42003,42007,42011,42017,42029,42043,42045,42069,42071,42077,42079,42089,42091,42095,42101,45019,45045,45051,45063,45079,47037,47157,48029,48061,48113,48141,48157,48201,48215,48355,48439,48453,48479,48491,49035,51013,51059,51087,51107,51153,53005,53033,53053,53061,53077,55079
