,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,42101,36119,18097,34025,53033,48439,55079,13095,1073,29077,29095,20101,8115,37049,18051,47089,48041,48157,15007,50027
