,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,42101,36119,34025,18097,55079,48439,53033,13095,1073,18051,20101,29077,29095,15007,8115,37049,47089,48041,48157,50027
