,mean,se_mean,sd,n_eff,Rhat
"E_deaths[50,1]",2.789566291292242,0.05902243561681577,0.2955512112620585,25.074439447363133,1.116345736057836
"E_deaths[51,1]",2.6599581644180312,0.0561400772062162,0.28068084235059826,24.996518886133785,1.1143106025862393
"E_deaths[52,1]",2.5242295826271164,0.05329167671260948,0.26539927443405587,24.801656780214483,1.1125031581014384
"E_deaths[53,1]",2.38516121848096,0.050490803062920586,0.24997687462749751,24.511794746423735,1.1108853973743342
"E_deaths[54,1]",2.2448501743582256,0.04771042157605664,0.23461223386408153,24.181030298654598,1.1094219525673992
"E_deaths[55,1]",2.1039587678073763,0.04490446879969469,0.21936329370271077,23.86430496108753,1.1081522504481687
"E_deaths[56,1]",1.9650114832969638,0.04217595767328589,0.20446900187072983,23.503094590586237,1.1069955789001884
"E_deaths[57,1]",1.8285349162338909,0.03951454491857105,0.18997417179237266,23.1140022093922,1.1060142057149485
"E_deaths[58,1]",1.6962839597336756,0.036932371386715485,0.17603196142300045,22.717925340637763,1.1051287274444754
"E_deaths[59,1]",1.5680120132498974,0.03447486922573012,0.1626153827943148,22.249384266427146,1.104430013037769
"E_deaths[60,1]",1.4458723324673701,0.03213375492662196,0.14991417845752666,21.765190063936494,1.10378294304009
"E_deaths[61,1]",1.3292774184776448,0.029880055215431904,0.13786574639050422,21.288740170229122,1.1032539522375169
"E_deaths[62,1]",1.2193699118504961,0.027613803773343857,0.12656457535840307,21.007378671032946,1.1027952261369052
"E_deaths[63,1]",1.1157433781291501,0.025370260887001974,0.11595806385586423,20.890654394884706,1.1024026729135945
"E_deaths[64,1]",1.0181569975639164,0.023279151915332447,0.10601734382774121,20.740514685972286,1.1021457727490638
"E_deaths[65,1]",0.9269289517887946,0.0213258924347216,0.09675885940061761,20.585766946004167,1.1019645581806743
"E_deaths[66,1]",0.8422018528943584,0.019503145674223864,0.08819161494489368,20.447737513057653,1.1018585074341818
"E_deaths[67,1]",0.7638741919426729,0.017813622934383384,0.08028685221527898,20.313480963905047,1.101811415688963
"E_deaths[68,1]",0.6915227133828296,0.01624700049440397,0.07300087024921734,20.188761961276914,1.1017973826549008
"E_deaths[69,1]",0.6248897182254229,0.014804030445175824,0.06630286675862582,20.058787333934998,1.1018603647467669
"E_deaths[70,1]",0.5635399177810873,0.013470810983639414,0.0601449085769642,19.9347252066795,1.1019934925034216
"E_deaths[71,1]",0.507508440949705,0.012231235327840768,0.054519340054097636,19.868292096607107,1.1021590333547284
"E_deaths[72,1]",0.4565125765291668,0.011092269342677237,0.049395311281289246,19.83036190173412,1.1023142970037558
"E_deaths[73,1]",0.41005665369058897,0.010049013770392613,0.04472246253478167,19.806353917225202,1.1025338946305716
"E_deaths[74,1]",0.36792512600365773,0.009075494970142331,0.040474752143312906,19.889678126145913,1.1027410001702587
"E_deaths[75,1]",0.32954219012227814,0.008188923966623473,0.036598652501386025,19.974527459997077,1.1030351802350793
"E_deaths[76,1]",0.2949763061496903,0.0073819923773651,0.03309202977005674,20.09553754772071,1.1032874251349039
"E_deaths[77,1]",0.2637208861710895,0.006645836065275127,0.029909341682741317,20.25417042003607,1.1035759831201715
"E_deaths[78,1]",0.23554016653125256,0.005978357140848194,0.02702473423570817,20.43427115150074,1.1038898951706038
"E_deaths[79,1]",0.2101206912605556,0.00537267632802651,0.024408874688079892,20.64021230878192,1.1042038818657052
"E_deaths[80,1]",0.18727131889977794,0.004825091165858578,0.02204676069650033,20.877501787080977,1.1045208640401816
"E_deaths[81,1]",0.1669960473957883,0.00433120251631367,0.019930852379028825,21.175553133428227,1.1047193437713854
"E_deaths[82,1]",0.14876085156311603,0.0038832198628744406,0.018019234433621405,21.53221513209175,1.104880746415725
"E_deaths[83,1]",0.1324864979927929,0.003480159197507434,0.016304514408852444,21.949140373817052,1.104987890089688
"E_deaths[84,1]",0.11799924647652418,0.0031179705127677287,0.014772980920535975,22.44875532760475,1.1050099441131283
"E_deaths[85,1]",0.10524510071579296,0.002792663174121215,0.013415390209250547,23.07647673417806,1.1048288906450057
"E_deaths[86,1]",0.0939711474976414,0.002499646220258474,0.012213086263421555,23.87227211539413,1.1044342905070095
"E_deaths[87,1]",0.08409268011723586,0.0022345379261497172,0.011157218825406722,24.930813015248837,1.1037818194033175
"E_deaths[88,1]",0.07542912314463437,0.0019948012643926758,0.0102343991238638,26.32239668467143,1.1028117916103315
"E_deaths[89,1]",0.06788359276351492,0.0017797827127047684,0.009434451233290347,28.09954707365109,1.1015150609543332
"E_deaths[90,1]",0.06134064611296843,0.0015871666149207227,0.00874719481754143,30.37334050577246,1.0998079366482445
"E_deaths[91,1]",0.05571297489974844,0.0014063757178949974,0.008167245970002594,33.72473546588373,1.0977230116228343
"E_deaths[92,1]",0.05092197445198292,0.0012412354710346631,0.007683148165055349,38.31510859095168,1.0952751208324254
"E_deaths[93,1]",0.04683378204190273,0.0010960772299894253,0.007287655909699919,44.20724052387672,1.0925112531100427
"E_deaths[94,1]",0.0433398900888926,0.0010317881875508987,0.006972805546335826,45.67031477893706,1.0896668199062671
"E_deaths[95,1]",0.0404643586941877,0.000978593349327187,0.006735584151352233,47.37464983772105,1.0867064196438987
"E_deaths[96,1]",0.03811643324276699,0.0009367145702423865,0.006571119834525146,49.211230384580865,1.0838183376224215
"E_deaths[97,1]",0.03624901858553218,0.0009054429792702229,0.006475754497076311,51.15151963026121,1.081152416408407
"E_deaths[98,1]",0.03482114474828477,0.000884005351607582,0.006444842648455829,53.15141717785886,1.0787973498248389
"E_deaths[99,1]",0.033837755746825134,0.000872125693786429,0.006476829464620242,55.15269787571728,1.0767915383406832
"E_deaths[100,1]",0.03323787540294612,0.0008698448286298374,0.0065697458103094,57.044471584478956,1.0752035581906578
"E_deaths[101,1]",0.03301898804717136,0.0008766274937689173,0.006721089113271922,58.78264618534615,1.0739939012913637
"E_deaths[102,1]",0.03315835693245313,0.0008920973961800545,0.006929720587256519,60.34022205696759,1.073111440126901
"E_deaths[103,1]",0.033680005438716465,0.0009157549116509502,0.007195055592127636,61.731921365093214,1.0724635827443305
"E_deaths[104,1]",0.034564955323318394,0.0009471691640683718,0.007516439440813138,62.97515193486791,1.0719822820285367
"E_deaths[105,1]",0.03579508370794827,0.0009857137428807444,0.007892445444711878,64.10937663386962,1.0715949618865461
"E_deaths[106,1]",0.03743023072942295,0.0010310253997690806,0.00832583943102561,65.21047040752698,1.0712038468202016
"E_deaths[107,1]",0.03943488012379207,0.0010824877566303539,0.008815816567103228,66.32528185625434,1.0707765574522086
"E_deaths[108,1]",0.041852149264296604,0.0011398364871217754,0.009365536942834632,67.51188787814893,1.0702603326373117
"E_deaths[109,1]",0.044702076505091684,0.0012028978986625553,0.009977853773577513,68.80448327176163,1.0696305218025441
"E_deaths[110,1]",0.047988535044035545,0.001271552007186463,0.0106549337992464,70.21554254365479,1.0688781642192793
"E_deaths[111,1]",0.05174247681482228,0.0013466057510338521,0.011400865293236693,71.67945569297494,1.067997710120204
"E_deaths[112,1]",0.056009959988028275,0.0014276214991918573,0.012221168315577327,73.2823338050357,1.0669821212082558
"E_deaths[113,1]",0.06082246903932976,0.001514614809664448,0.013121088613135037,75.04734613013326,1.0658374352007431
"E_deaths[114,1]",0.06621087273013751,0.001607855442998643,0.014107127594870412,76.980936210582,1.0645791748927702
"E_deaths[115,1]",0.07222787962900734,0.0017076942538911532,0.01518729983014236,79.09351922863716,1.0632183045311152
"E_deaths[116,1]",0.07892259592799537,0.0018154467087407031,0.01636988331580492,81.30629240813371,1.0617686307617977
"E_deaths[117,1]",0.0863570505062363,0.0019310965132111652,0.017665426075078167,83.68358441734418,1.0602428557963395
"E_deaths[118,1]",0.09459912882624703,0.002055240950250048,0.019085575991089055,86.23529498777805,1.0586572013211129
"E_deaths[119,1]",0.10371474132263028,0.0021887665178889908,0.020643405491529647,88.95365830052047,1.0570283595657144
"E_deaths[120,1]",0.11379453332084624,0.0023330186728160217,0.022354441804568664,91.81026274393288,1.0553720600497023
"E_deaths[121,1]",0.1249265352662972,0.00249812650168717,0.024235955615467233,94.12206429922536,1.053703987130734
"E_deaths[122,1]",0.1372088942997154,0.0026783887453271813,0.026307309231019434,96.47296731216366,1.0520430749873886
"E_deaths[123,1]",0.1507536622584575,0.0028749674423880285,0.028591298601422104,98.90127734441874,1.0504049187288687
"E_deaths[124,1]",0.16568496280815773,0.0030880070465576603,0.031113319267989777,101.51638067471427,1.0488064513037105
"E_deaths[125,1]",0.1821378958072106,0.003323136021377198,0.033902557072755364,104.08033357136785,1.0472635014319192
"E_deaths[126,1]",0.2002616090878582,0.0035838498785348352,0.03699197212853291,106.54065228110873,1.0457912592312286
"E_deaths[127,1]",0.22023047031261384,0.003874253869682925,0.040419425180230006,108.8439050835788,1.0444032597481339
"E_deaths[128,1]",0.24222354329731494,0.004204389031641541,0.04422723526982753,110.65570115910062,1.0431134339858068
"E_deaths[129,1]",0.2664421522153123,0.004575412328907458,0.04846357672828833,112.1942112496672,1.0419333727088178
"E_deaths[130,1]",0.29311165796387323,0.004993370053264554,0.053182964230156136,113.43774239653887,1.0408720332613581
"E_deaths[131,1]",0.3224782191330158,0.005465624376331641,0.05844717880540864,114.35299477404091,1.0399372470636565
"E_deaths[132,1]",0.3548141436834776,0.00600054538410383,0.06432591297977454,114.91863747006579,1.0391340550365074
"E_deaths[133,1]",0.3904189313996527,0.0066076391420438405,0.07089768596231555,115.1254886366423,1.038465637329533
"E_deaths[134,1]",0.42962180227783364,0.0072976721922753405,0.07825105168672825,114.97718297549098,1.037932743670404
"E_deaths[135,1]",0.4727864975969051,0.008082786817643779,0.0864858519078547,114.49008726249598,1.0375337724305442
"E_deaths[136,1]",0.5203152700383333,0.008976608149177157,0.09571436727975575,113.69195392614945,1.0372650213350958
"E_deaths[137,1]",0.5726500829931767,0.009983542021432312,0.10606297319948366,112.86474222972669,1.037120975393612
"E_deaths[138,1]",0.6302767197371901,0.011126551935803381,0.11767347262327811,111.84998779600784,1.0370947078393369
"E_deaths[139,1]",0.6937327022681856,0.012426330770249995,0.13070538827312714,110.63719683313461,1.037177737725083
"E_deaths[140,1]",0.7636083891689773,0.013894962875936757,0.1453376075711027,109.4060232295208,1.0373607452835216
"E_deaths[141,1]",0.8405552239304502,0.015473091703644753,0.16177095324331187,109.30672699657094,1.0376336719320216
"E_deaths[142,1]",0.925290599122815,0.017262864025895695,0.18023063270382061,109.00125922691727,1.0379860854301444
"E_deaths[143,1]",1.0186031673421314,0.019292528612329326,0.20096903743951344,108.51255736317138,1.0384075131346056
"E_deaths[144,1]",1.1213660252857574,0.021617331204614922,0.22426924724528016,107.63048508543656,1.0388873885316845
"E_deaths[145,1]",1.2345370421948656,0.024244217129342556,0.2504482248772724,106.71355450081354,1.0394156522288178
"E_deaths[146,1]",1.359172338940895,0.02722014026897979,0.27986098722067765,105.70706287032067,1.0399826665485303
"E_deaths[147,1]",1.49643476036588,0.030589353456656528,0.3129049509026851,104.63675770991951,1.040579408190642
"E_deaths[148,1]",1.6476055133678909,0.034403336477768276,0.3500249703664544,103.51348468886749,1.0411975083570884
"E_deaths[149,1]",1.8140950977781225,0.03871901403675012,0.39171869009463645,102.35286597363499,1.041829353408574
"E_deaths[150,1]",1.9974569455615374,0.0435990290352218,0.4385427089206497,101.17428756505865,1.0424680788748895
"E_deaths[151,1]",2.1994006791438823,0.04907795228108815,0.49111924930956086,100.13849154877491,1.0431076037332985
"E_deaths[152,1]",2.4218087691853114,0.055493049302432505,0.5501436821792233,98.28224778622881,1.0437425830612992
"E_deaths[153,1]",2.6667527981250783,0.0627476799928706,0.6163927761791312,96.49831603751284,1.0443683985910992
"E_deaths[154,1]",2.9365124333874597,0.07094479955779757,0.6907338356457975,94.79388637410977,1.0449811117977204
"E_deaths[155,1]",3.2335962336154607,0.08019935711151806,0.7741348218346282,93.17329032531897,1.045577410405542
"E_deaths[156,1]",3.5607633775524676,0.09063963304484761,0.8676754373604574,91.63857549094544,1.0461545710273055
"E_deaths[157,1]",3.9210476874107507,0.1024087040746996,0.9725593149205972,90.1900140746151,1.0467104108950294
"E_deaths[158,1]",4.317785230749066,0.11567387348463853,1.090127522192219,88.81453599073572,1.0472432186869522
"E_deaths[159,1]",4.754642478468538,0.1305900816424966,1.221873197873205,87.5451095071608,1.047751718225882
"E_deaths[160,1]",5.235647672897921,0.1473649924392118,1.3694576073211617,86.35918466302327,1.0482350207725706
"E_deaths[161,1]",5.765224789712777,0.16621739832655785,1.5347275978447183,85.25299496858247,1.0486925819433284
"E_deaths[162,1]",6.3482307472538855,0.1873903775231284,1.7197345920468508,84.22252973061953,1.0491241581569768
"E_deaths[163,1]",6.989994577112254,0.210900181510546,1.926755028265502,83.46398091238109,1.04952977715531
"E_deaths[164,1]",7.696360602372675,0.23690007865933996,2.158312422305818,83.00384502201176,1.049909702885438
"E_deaths[165,1]",8.473733838598656,0.2660062115289553,2.4172009247614312,82.57373847877851,1.0502644120044966
"E_deaths[166,1]",9.329129647989271,0.29856903604002616,2.70651041664278,82.17313836231453,1.0505945665858525
"E_deaths[167,1]",10.270225657484062,0.3349754367128707,3.02965295306396,81.8012314763671,1.0509009972147432
"E_deaths[168,1]",11.305417027103031,0.37565193069765274,3.3903904210436475,81.45695551579901,1.0511846873917001
"E_deaths[169,1]",12.44387535787944,0.4210680225956697,3.7928632118757823,81.13903514566613,1.0514467582382379
"E_deaths[170,1]",13.695609358166596,0.471739695335808,4.24161939736757,80.84600208463665,1.051688461304046
"E_deaths[171,1]",15.071528691343943,0.5282329907723491,4.741644066203772,80.57621400572833,1.0519111701847412
"E_deaths[172,1]",16.58350940610057,0.591167638861385,5.298388070727752,80.32786493885118,1.052116376246826
"E_deaths[173,1]",18.24446045332469,0.661220669160538,5.917795337400374,80.09899022167097,1.052305686824165
"E_deaths[174,1]",20.068390551137988,0.7391299237543781,6.606327711065755,79.88746798233936,1.0524808249326707
"E_deaths[175,1]",22.070474091666227,0.8256973662452856,7.370985961211117,79.69101704059665,1.0526436308721256
"E_deaths[176,1]",24.267114433475786,0.921792058608019,8.21932530326697,79.50719170442065,1.0527960657066098
"E_deaths[177,1]",26.676002706267465,1.0283526476177547,9.159463464934893,79.33337460804853,1.0529402161521593
"E_deaths[178,1]",29.31617003696002,1.146362151970201,10.20007894771828,79.17050009229857,1.053078300241694
"E_deaths[179,1]",32.208030092406105,1.2768771186994305,11.350396706711116,79.01760684992509,1.053212674124938
"E_deaths[180,1]",35.37340872730497,1.4210810412029349,12.620158084675987,78.86637857046807,1.0533458394038275
"E_deaths[181,1]",38.835556874369196,1.5801931810538778,14.019571411593741,78.71347893621945,1.053480450660864
"E_deaths[182,1]",42.61914193206488,1.7554983559883788,15.559239280104288,78.55536760179886,1.0536193231124047
"E_deaths[183,1]",46.750212856834445,1.9483408721231923,17.250058237504835,78.388300500793,1.0537654395562976
"E_deaths[184,1]",51.256132753670855,2.1601157268500053,19.103086368831825,78.208335110853,1.0539219567253526
"E_deaths[185,1]",56.16547293906608,2.392256589460246,21.12937426446962,78.01134265805439,1.054092210221035
"E_deaths[186,1]",61.507861405690576,2.646220041712251,23.339755031539642,77.79302837326402,1.0542797177940093
"E_deaths[187,1]",67.31377867394237,2.923465540532836,25.74458954176993,77.548961431525,1.0544881803340096
"E_deaths[188,1]",73.61429353779945,3.2254305722340924,28.353463988346107,77.27461565551545,1.0547214802126406
"E_deaths[189,1]",80.44073159679424,3.5535004959121617,31.17483820122352,76.96542210245364,1.0549836764281575
"E_deaths[190,1]",87.82427009873736,3.908972636149692,34.21564505051727,76.616834261722,1.0552789960218107
"E_deaths[191,1]",95.79545315285293,4.293014298369951,37.48084371277524,76.22440572656973,1.055611821503232
"E_deaths[192,1]",104.38362343725174,4.706614530209807,40.972932599026066,75.78387991372006,1.0559866737937709
"E_deaths[193,1]",113.61626840832587,5.150529670992311,44.69143127239262,75.29129034003246,1.0564081904359466
"E_deaths[194,1]",123.51828181060961,5.625223009981721,48.632344613611586,74.74306903963392,1.0568810989050592
"E_deaths[1,2]",4.774643338150147e-14,1.6256277141369526e-15,1.150043983398858e-14,50.047998177736055,1.065249746324893
"E_deaths[2,2]",5.411630982025707e-07,1.764323335034565e-08,1.2251780568069015e-07,48.221649658942326,1.0832025914269099
"E_deaths[3,2]",1.0823261901323444e-06,3.528646649618287e-08,2.450356099412367e-07,48.22164965894232,1.08320259142691
"E_deaths[4,2]",1.1287115923665223e-05,3.679874343891133e-07,2.555371347425829e-06,48.22164965894232,1.0832025914269099
"E_deaths[5,2]",8.024675563814496e-05,2.6162394295443693e-06,1.8167640118912616e-05,48.221649658942326,1.08320259142691
"E_deaths[6,2]",0.0003148023014831354,1.026332076732581e-05,7.127035699412663e-05,48.221649658942326,1.08320259142691
"E_deaths[7,2]",0.0009104682476715506,2.9683479537136633e-05,0.00020612745439805677,48.221649658942304,1.08320259142691
"E_deaths[8,2]",0.0021098712305737633,6.877976512538526e-05,0.0004776226024557471,48.22234928996762,1.0832051843025876
"E_deaths[9,2]",0.00418045728873172,0.0001362767669398383,0.0009463384044444728,48.2224516881957,1.0832055898995274
"E_deaths[10,2]",0.007415167070547375,0.00024159525391419828,0.0016777571070517956,48.22601507188684,1.083218851058932
"E_deaths[11,2]",0.012067616848495659,0.00039231665399533264,0.0027248580959985374,48.240776685836735,1.0832736520226052
"E_deaths[12,2]",0.01850464564917983,0.0005987416275182013,0.0041599778619876935,48.27287132093967,1.0833928226996106
"E_deaths[13,2]",0.027021916808499736,0.0008671047761776463,0.006028082658329059,48.32982703041233,1.083604080365005
"E_deaths[14,2]",0.03805114959256909,0.001206215248073804,0.008392977229014956,48.41528149567498,1.0839202555648644
"E_deaths[15,2]",0.052205732138811134,0.001628378736759888,0.011344049824431263,48.53168891218306,1.0843492216662787
"E_deaths[16,2]",0.07013160959991258,0.0021436591372317126,0.01495697054597452,48.68283017192319,1.0849024599739923
"E_deaths[17,2]",0.09257758025794496,0.002762219113799758,0.019310070436563555,48.87102677475212,1.0855852925922855
"E_deaths[18,2]",0.12089027089319662,0.003507768860670853,0.02457931231067954,49.0995507974593,1.086404287338985
"E_deaths[19,2]",0.15621876027637016,0.0043931388429735525,0.030868173855893417,49.37101058306307,1.0873630848469893
"E_deaths[20,2]",0.200330352804407,0.005443057043552645,0.03836814000170919,49.68848103819022,1.0884646618625171
"E_deaths[21,2]",0.2555443252343652,0.006689968667929715,0.04733120622010561,50.05494371470525,1.0897070343729152
"E_deaths[22,2]",0.32464451614221745,0.00817138670264565,0.05805181558362752,50.47078816255789,1.0910823948158328
"E_deaths[23,2]",0.4109879470940132,0.009938498471774129,0.07086346222390094,50.83972394601009,1.0925616560590659
"E_deaths[24,2]",0.5192498725310453,0.01205104238009521,0.0862374828950201,51.20860157846748,1.0940714539291188
"E_deaths[25,2]",0.6547320749312701,0.014588365234047173,0.10461440687160191,51.424459848358424,1.0955370080728712
"E_deaths[26,2]",0.8244433913478679,0.01761444705310868,0.12650290050845722,51.57781470297645,1.096891660442383
"E_deaths[27,2]",1.037067499726575,0.021235177923882874,0.15243709901485922,51.53111530477785,1.098190198111557
"E_deaths[28,2]",1.3031655918497074,0.025573301138024414,0.18292605633832848,51.16553950970105,1.0994994740200918
"E_deaths[29,2]",1.6354458083272911,0.030662587056734778,0.21829994269746875,50.686190895710126,1.1006476403853422
"E_deaths[30,2]",2.0493848044826772,0.03746041921515494,0.258566230105276,47.64291663222869,1.1011910331823458
"E_deaths[31,2]",2.561664179141174,0.04587641073430502,0.30298393491364134,43.617456681512515,1.1003522168751088
"E_deaths[32,2]",3.186370154688805,0.0543756511153382,0.35062159405461774,41.57845801071821,1.097557973880006
"E_deaths[33,2]",3.9311177506271013,0.061707453326785434,0.4004056022154315,42.10416351432785,1.0925075164797922
"E_deaths[34,2]",4.790673074285715,0.06896443514882976,0.4514010456277401,42.84249498094685,1.0853138399715065
"E_deaths[35,2]",5.7504751499510585,0.07398495916868171,0.5032284051676114,46.26402538584191,1.0765392615494203
"E_deaths[36,2]",6.787362465849167,0.07668125072658438,0.5552230320434881,52.427188803449184,1.066670354983191
"E_deaths[37,2]",7.869252735014126,0.07708155557913664,0.6072019907575078,62.053378607201104,1.0567027391842099
"E_deaths[38,2]",8.96687564501308,0.07521615217594564,0.6586204037003444,76.67400283433557,1.0471725655937028
"E_deaths[39,2]",10.036319181273624,0.07095568476842987,0.7082453642977776,99.63067895837284,1.0386459024121824
"E_deaths[40,2]",11.055192222309664,0.06737340835368623,0.7553388426837591,125.69169999396533,1.0312651005405022
"E_deaths[41,2]",11.995779424629543,0.06452901119616891,0.7989589565674355,153.29885771726936,1.0252073508109536
"E_deaths[42,2]",12.82250033393738,0.06209392132893264,0.837150695561553,181.76451863096295,1.0203649540301138
"E_deaths[43,2]",13.523993380265924,0.06194473406032682,0.8694032951176333,196.9852818459103,1.0167190389367977
"E_deaths[44,2]",14.10132929195741,0.06168915133409055,0.8955295256764383,210.7376957191179,1.0139874505233937
"E_deaths[45,2]",14.518025360051825,0.06132973341308656,0.9132481833717728,221.7356279708476,1.0121681006422718
"E_deaths[46,2]",14.79866921867186,0.060873073417217594,0.923791980764781,230.30211007158397,1.0109989425025838
"E_deaths[47,2]",14.944359693370565,0.060330115011819084,0.9270632057411207,236.12957360100623,1.010402031046699
"E_deaths[48,2]",14.955880949149066,0.059762012228701394,0.9229773813872636,238.52378507807757,1.0102924790594743
"E_deaths[49,2]",14.841073176750351,0.0589309158230523,0.9117205687871248,239.35203531712853,1.0105829999826939
"E_deaths[50,2]",14.624476301370676,0.05791003492502932,0.8949517621014367,238.83149723744492,1.0112209290680987
"E_deaths[51,2]",14.305464535780702,0.05664865167180592,0.8724236950748218,237.1787359851256,1.0121747753278592
"E_deaths[52,2]",13.913360737082577,0.0552499638111768,0.8460830452684376,234.51033591140944,1.013429511730547
"E_deaths[53,2]",13.45031016877109,0.05385191947934855,0.8159160068630151,229.5559379191663,1.0149630845067847
"E_deaths[54,2]",12.926128060027839,0.05257357308343569,0.7823867831080233,221.46648978450887,1.0167401922376182
"E_deaths[55,2]",12.362252055987478,0.05131870616679663,0.7470014255143806,211.88073173883507,1.0187939845722767
