,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
mu[1],3.2614377794693357,0.043350698609073694,0.4116096457331251,2.321147484598564,3.0915790778325603,3.271992404897803,3.447920258876045,4.102043922023859,90.15273067406383,1.0474197948273543
mu[2],3.270861396320407,0.02438519311927836,0.3601243059148991,2.4924675082903263,3.0759303735312837,3.2803230400335073,3.4399051006953725,4.010105405111875,218.098395108466,0.9913518472544924
mu[3],3.0147230147781974,0.05161211605207184,0.34664850661628166,2.2521838696822734,2.772017028204913,3.0766387030811,3.293611783157419,3.5228890369424137,45.11026069044975,1.0839528551884725
mu[4],3.286986020745082,0.04100087223369676,0.49954019233483343,2.2189690172237984,3.0589081825009212,3.2703628294571603,3.490323499462804,4.393251211242357,148.4412770108971,0.978284332121537
mu[5],3.3168897803685424,0.03143484386020627,0.39156156360085953,2.3522861222386777,3.1378818971375955,3.2948907792752316,3.4717368877025168,4.198137222089019,155.15918622050924,1.0113965863438716
mu[6],3.243421776492395,0.03753210611477664,0.43672820154606323,2.15704164991271,3.0952624566217333,3.2666815642651024,3.406598348422676,4.138885080876741,135.39935744521728,0.9999834560338066
mu[7],3.2249157413259213,0.03395754376148937,0.44106997850062096,1.979963836337623,3.0398854163186577,3.2524981660805494,3.4239365990785204,3.981944390629638,168.71063452943906,0.9922168108547909
mu[8],3.2909727280839634,0.024445619000216728,0.37210747941005395,2.377133466152065,3.1451270996131706,3.286853368522549,3.464848434198729,4.151940237397197,231.70463501875358,0.9865468664781931
mu[9],3.299522148080899,0.0440429782154107,0.48916710623209336,2.067968514731481,3.141654855466131,3.2869243715240604,3.4332906937256356,4.791598802950279,123.35624298590002,1.0226468496732375
mu[10],3.2486260532964346,0.04237058283248166,0.5238436249131748,1.8630845741323159,3.0476898593799264,3.2804084675420477,3.4903322389092613,4.320703983725208,152.85317000454015,0.9980671760598713
mu[11],3.3432291420297595,0.030396769505080516,0.38586474859918724,2.5369241930311746,3.1769402163953955,3.2926701660421793,3.5137575424764345,4.2301426947140035,161.14444854807925,0.9973134760243143
mu[12],3.254139404528152,0.04222508117557348,0.45374629614028267,2.245722462313389,3.14232747652152,3.2735179374459453,3.4277835834816495,4.345499152718935,115.47426314858446,0.9932793938232174
mu[13],3.245842670763705,0.05199085975452438,0.5058643841755339,1.87169873708658,3.0716319465336004,3.2698430402884986,3.4663726607568583,4.383205163320282,94.67039925286186,1.0258934256756744
mu[14],3.3091947900743155,0.03655931965120533,0.4549981713868571,2.4071685801796736,3.1227082330767564,3.291554444420891,3.482544226946068,4.325553682680512,154.8898974389877,1.0068576726273049
mu[15],3.274092478961972,0.03109597403819258,0.3893771450038174,2.2946753532631132,3.1117998827000837,3.2992597008286726,3.43788594244379,4.172468044891901,156.7951348063846,1.0190784488084241
mu[16],3.3114031099242327,0.04271449662630465,0.545678874827678,2.096262270251591,3.1227228003556258,3.291800797696914,3.5721274037468067,4.631529932074815,163.20133108190552,0.9890287061107196
mu[17],3.309896373548904,0.02955569849623116,0.40149147678165936,2.381845904802984,3.160743923783757,3.28556969739246,3.438129002521377,4.193641719061846,184.5313695888311,0.9997641348822525
mu[18],3.268841092846094,0.02704367686046956,0.4494799002404888,2.1977526592778385,3.0964083062351953,3.2571127140699274,3.399553855010155,4.3653251325475955,276.2415967029522,0.989339692692693
mu[19],3.2657067847280876,0.03506548250374845,0.4236512971384445,2.422424310447069,3.082755583148842,3.2645755144601663,3.3979502713775345,4.176693748496096,145.96792774400342,0.9853726277150218
mu[20],3.2245185832756147,0.033832015436181605,0.4273590633280404,2.1753138192608628,3.0329613121248125,3.2342405959831977,3.4226412495785676,4.184334523283911,159.56222991364274,0.9894915865395092
alpha_hier[1],0.1862457078964547,0.02466956340210836,0.3326464127771064,1.821497899342945e-12,0.00010317053399802302,0.023697476256589932,0.24525292640386226,1.1797393095918869,181.82046405824406,0.9791516050719177
alpha_hier[2],0.3273946778849225,0.06308071344818826,0.8539681201624574,2.0118212927168746e-07,0.0009461654974836286,0.0385096946753417,0.24856879547327407,2.6475229344417786,183.26946967721864,0.988636126589017
alpha_hier[3],0.7231309953070981,0.2092334140695153,1.314590068017014,3.6277274021211014e-09,0.0016295322601148072,0.07456784794427093,0.7132748510869272,4.415257962455836,39.474679312019006,1.0892898720891129
alpha_hier[4],0.30963789304850364,0.058312759363745616,0.6369504006878471,4.1411499650366396e-11,0.0003119167264326226,0.03223476147976328,0.2845028890379826,2.320637720383457,119.31197776161628,1.0037737598729723
alpha_hier[5],0.36257446581998326,0.05093704589889648,0.6349235559339642,1.0961695325036881e-07,0.0009468613575888031,0.06387491911604988,0.4815818378045646,2.5198305084108887,155.37293547817987,0.9795933773875732
alpha_hier[6],0.23918355579693742,0.05774079775354785,0.5390990250628223,1.6035759791201106e-08,0.0008770180589848145,0.018102660959174975,0.18070436292277342,1.9030220240981146,87.17090065292263,1.0388226695394007
