,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1073,8115,53033,50027,48439,48157,48041,47089,42101,37049,36119,34025,29095,29077,20101,18097,18051,15007,13095,55079
