,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,42101,36119,34025,18097,48439,55079,1073,13095,53033,48157,29095,48041,20101,8115,50027,29077,18051,37049,15007,47089
