,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,36000,34000,22000,42000,26000,25000,9000,17000,12000,6000,48000,13000,18000,24000,39000,53000,29000,37000,4000,51000,8000,1000,45000,47000,55000,10000,28000,20000,33000,11000

