,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,22000,36000,12000,25000,48000,34000,24000,26000,17000,39000,32000,42000,6000,9000,44000,21000,13000,53000,20000,8000,47000,19000,18000,51000,45000,11000,38000,31000,16000,5000,10000,37000,46000,29000,27000,1000,55000,49000,28000,41000,33000,4000,35000,40000,2000,23000,56000,15000,54000,30000,50000
