,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,6037,6065,6073,9001,9003,9007,9009,11001,12011,12086,12099,13121,17031,17043,17097,17197,18089,18097,22033,22051,22071,22103,24003,24005,24031,24033,26049,26099,26125,26163,27053,29189,32003,34003,34005,34007,34013,34017,34021,34023,34025,34027,34029,34031,34035,34039,36029,36055,36059,36061,36071,36087,36103,36119,42101,53033,55079
