3.403500000000000000e+04,3.204000000000000000e+03,4.362936201208293642e+04,2.270000000000000000e+02,2.537177627516481095e+02
3.403900000000000000e+04,1.201100000000000000e+04,1.178621585865639645e+05,5.830000000000000000e+02,6.296232118066025123e+02
3.602900000000000000e+04,3.021000000000000000e+03,3.922993663011314493e+04,2.070000000000000000e+02,2.156508548877310432e+02
3.605500000000000000e+04,1.331000000000000000e+03,1.968890510450311922e+04,1.080000000000000000e+02,1.172125090677727286e+02
3.605900000000000000e+04,3.486500000000000000e+04,2.598968647650702333e+05,1.620000000000000000e+03,1.526009747638782301e+03
3.606100000000000000e+04,1.604890000000000000e+05,1.317275315084907925e+06,1.751500000000000000e+04,1.430427523976103839e+04
3.607100000000000000e+04,8.238000000000000000e+03,5.604735659256602230e+04,2.990000000000000000e+02,3.359555740232032122e+02
3.608700000000000000e+04,1.136600000000000000e+04,8.143728266344682197e+04,4.810000000000000000e+02,5.225521343414648072e+02
3.610300000000000000e+04,3.247000000000000000e+04,1.919886140821727458e+05,1.102000000000000000e+03,1.044669307663221161e+03
3.611900000000000000e+04,2.800700000000000000e+04,1.576376438670656935e+05,9.620000000000000000e+02,9.681778844955106251e+02
4.210100000000000000e+04,1.286800000000000000e+04,1.096629774643619021e+05,4.840000000000000000e+02,4.799560341624509761e+02
5.303300000000000000e+04,5.945000000000000000e+03,5.316267697498921916e+04,4.160000000000000000e+02,4.428487548616223535e+02
5.507900000000000000e+04,2.674000000000000000e+03,2.968753993111535601e+04,1.670000000000000000e+02,1.699985070792326667e+02
