6.037000000000000000e+03,2.042300000000000000e+04,2.389671868927036121e+05,9.440000000000000000e+02,8.860087207356195904e+02
6.065000000000000000e+03,3.643000000000000000e+03,3.642135530422387819e+04,1.410000000000000000e+02,1.373488284365731431e+02
6.073000000000000000e+03,3.043000000000000000e+03,2.359599350139145099e+04,1.110000000000000000e+02,1.172110471606549851e+02
9.001000000000000000e+03,1.076300000000000000e+04,1.377479374543381855e+05,7.270000000000000000e+02,6.902602939689323875e+02
9.003000000000000000e+03,5.157000000000000000e+03,1.425453729541240609e+05,6.120000000000000000e+02,5.661244672359191554e+02
9.007000000000000000e+03,6.090000000000000000e+02,1.308729861774321762e+04,6.900000000000000000e+01,8.422589602062022607e+01
9.009000000000000000e+03,6.993000000000000000e+03,9.546349272491718875e+04,4.560000000000000000e+02,4.479067675739549941e+02
1.100100000000000000e+04,3.892000000000000000e+03,4.563889240248377610e+04,1.850000000000000000e+02,1.901919304039243741e+02
1.201100000000000000e+04,4.794000000000000000e+03,2.929134490357437971e+04,1.740000000000000000e+02,1.851618007239404164e+02
1.208600000000000000e+04,1.157000000000000000e+04,5.928811912475892314e+04,3.020000000000000000e+02,3.260709691655458755e+02
1.209900000000000000e+04,2.763000000000000000e+03,1.860516380248882706e+04,1.560000000000000000e+02,1.796561219396773197e+02
1.312100000000000000e+04,2.680000000000000000e+03,1.891239148399650003e+04,1.030000000000000000e+02,1.175474279718051491e+02
1.703100000000000000e+04,3.195300000000000000e+04,3.057281655639142264e+05,1.347000000000000000e+03,1.283423338116946297e+03
1.704300000000000000e+04,2.628000000000000000e+03,2.606421385429361908e+04,1.330000000000000000e+02,1.345985386360326004e+02
1.709700000000000000e+04,3.080000000000000000e+03,2.476928058866496576e+04,1.180000000000000000e+02,1.273219368944375987e+02
1.719700000000000000e+04,2.173000000000000000e+03,2.821734926247109252e+04,1.360000000000000000e+02,1.483143975857468320e+02
1.808900000000000000e+04,1.586000000000000000e+03,1.392346878379696318e+04,7.000000000000000000e+01,7.968277059270890561e+01
1.809700000000000000e+04,4.926000000000000000e+03,5.594531723481105291e+04,2.670000000000000000e+02,2.685749583583847766e+02
2.203300000000000000e+04,1.771000000000000000e+03,2.602591261566937465e+04,1.240000000000000000e+02,1.253232213116375817e+02
2.205100000000000000e+04,6.104000000000000000e+03,4.337630676750883867e+04,3.310000000000000000e+02,3.556855328995644641e+02
2.207100000000000000e+04,6.365000000000000000e+03,5.348361798736078345e+04,4.060000000000000000e+02,4.310715041304902684e+02
2.210300000000000000e+04,1.172000000000000000e+03,1.820461741728465495e+04,1.000000000000000000e+02,1.060685488305017117e+02
2.400300000000000000e+04,1.544000000000000000e+03,1.712370344491859942e+04,7.400000000000000000e+01,8.022345313491796048e+01
2.400500000000000000e+04,2.548000000000000000e+03,2.338597200123521907e+04,9.800000000000000000e+01,1.098962218373815176e+02
2.403100000000000000e+04,3.843000000000000000e+03,5.517419765967005515e+04,2.100000000000000000e+02,2.071928953561561002e+02
2.403300000000000000e+04,5.263000000000000000e+03,5.077927297286524845e+04,1.980000000000000000e+02,2.046322724038884928e+02
2.604900000000000000e+04,1.483000000000000000e+03,2.868859388481815040e+04,1.650000000000000000e+02,1.764671024308151459e+02
2.609900000000000000e+04,5.245000000000000000e+03,8.399616933873861853e+04,5.270000000000000000e+02,5.312513047033173734e+02
2.612500000000000000e+04,6.913000000000000000e+03,9.574843275307731528e+04,6.310000000000000000e+02,6.755620454418908594e+02
2.616300000000000000e+04,1.587200000000000000e+04,2.954729565975934966e+05,1.622000000000000000e+03,1.632487196401878464e+03
2.705300000000000000e+04,1.416000000000000000e+03,5.460884927188047004e+04,1.880000000000000000e+02,1.789225779722754908e+02
2.918900000000000000e+04,2.898000000000000000e+03,2.851237787166274575e+04,1.370000000000000000e+02,1.518910799751827199e+02
3.200300000000000000e+04,3.717000000000000000e+03,3.416269408936081163e+04,1.740000000000000000e+02,1.878816270526020276e+02
3.400300000000000000e+04,1.510400000000000000e+04,1.473574083586380293e+05,9.600000000000000000e+02,1.011635096808718117e+03
3.400500000000000000e+04,2.407000000000000000e+03,2.080693857605295852e+04,9.800000000000000000e+01,1.011779482434412074e+02
3.400700000000000000e+04,3.124000000000000000e+03,2.816208167307604162e+04,1.220000000000000000e+02,1.427375627692887008e+02
3.401300000000000000e+04,1.304700000000000000e+04,1.911174918504489469e+05,1.028000000000000000e+03,1.054230791035734683e+03
3.401700000000000000e+04,1.392500000000000000e+04,1.548586013404958940e+05,6.730000000000000000e+02,7.502557061790506623e+02
3.402100000000000000e+04,3.433000000000000000e+03,4.285079582691338874e+04,1.940000000000000000e+02,2.105243954734109195e+02
3.402300000000000000e+04,1.076700000000000000e+04,8.248840894673323783e+04,4.550000000000000000e+02,4.895581819130123336e+02
3.402500000000000000e+04,5.759000000000000000e+03,5.120891693901792314e+04,3.020000000000000000e+02,3.498557490470294624e+02
3.402700000000000000e+04,5.030000000000000000e+03,5.723465935944748344e+04,3.550000000000000000e+02,3.957125974517585973e+02
3.402900000000000000e+04,6.024000000000000000e+03,4.974582506820318667e+04,3.300000000000000000e+02,3.847440287194221469e+02
3.403100000000000000e+04,1.134900000000000000e+04,9.341366389081660600e+04,4.380000000000000000e+02,4.305672118181749966e+02
