,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,36061,36119,36059,36103,17031,26163,6037,34003,36087,53033,22071,34013,12086,9001,26125,34017,36071,42101,34039,25025
