,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,42101,36119,34025,18097,48439,55079,53033,1073,13095,48157,20101,29077,29095,18051,8115,37049,15007,47089,48041,50027
