,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,01000_0,01123,01127,04023,05000_0,08000_0,12000_0,13000_0,13015,13045,13137,13261,13285,16000_0,17000_0,18000_0,18067,18095,19000_0,21000_0,22001,22000_0,22063,22079,22089,22095,22097,22117,26000_0,27000_0,28000_0,28095,28099,29000_0,31000_0,36073,37000_0,37037,37155,39000_0,39169,40000_0,45000_0,45027,45075,47000_0,48000_0,48091,51000_0,55000_0
