FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
01000_0,,,,,,
1123,-0.4895257351151596,-0.2286583672660845,-0.25845384901124435,-0.31381057359413517,0.4235702314241874,-0.5734992604160316
1127,-0.10244205899293388,-0.21004547727198825,0.08747722949420698,-0.22907699647408789,-0.09580987705804452,0.33049881253179064
4023,-0.1973372633604654,-0.16304399016983673,-0.4384364383510212,-0.6464283263957608,0.06854753559964252,-0.6083310117428731
05000_0,,,,,,
08000_0,,,,,,
12000_0,,,,,,
13000_0,,,,,,
13015,-0.6003235201717727,-0.3040754822945678,-0.04458591329163802,-0.4426791686715409,0.48069597478417275,-0.5190170221680955
13045,-0.01902846556309024,0.3553482982112269,-0.032925784821121296,0.09342129601155427,-0.0813710754503487,0.06026888503150948
13137,0.37555338318034737,0.6902527118571595,0.17628823996587623,0.500086470486797,-0.44817361065374733,0.5093540970779739
13261,-0.47535486739411725,-0.5106954389988221,-0.11904137830401366,-0.08897999924484351,0.6456294211901671,-0.7801973902551196
13285,0.32350003850085907,0.4593161117344991,0.10746181801245254,-0.39645491129035665,-0.47525643110142923,0.6615901083591047
16000_0,,,,,,
17000_0,,,,,,
18000_0,,,,,,
18067,0.10334133360170941,0.28756546044971737,0.027451685293842242,0.37437273071013644,-0.08891267838790251,-0.029111162811045994
18095,-0.6655352626748863,-0.7557752357176043,-0.43740019023377774,-0.5426176235543789,0.7159061948694824,-0.7289435865489463
19000_0,,,,,,
21000_0,,,,,,
22001,0.2001556178949889,0.4336841118956283,0.5066541844195817,-0.07858954211052116,-0.48797392106471865,0.6804730036035654
22000_0,,,,,,
22063,0.01582216317345416,0.13100564913998985,-0.06018513051214003,0.2431147381941523,-0.07037108635392389,-0.08330052485381963
22079,0.3652917935365706,0.5844112531535796,0.016800822657171047,0.28056555531462546,-0.5445315496610461,0.6230277212706874
22089,-0.6022773635498218,-0.7391209477369993,-0.24917932782423338,-0.1284857108439795,0.6920664691620891,-0.5456737229959746
22095,-0.6209146599185804,-0.7470317091335112,-0.2523294261899271,-0.039994397529699306,0.6839469601137785,-0.7716561097659974
22097,-0.4652534443494813,-0.5452565247996412,-0.3846226393902955,0.1520982883610252,0.6110121149792421,-0.6864564539116046
22117,-0.33229412480008075,-0.2547570823938788,-0.32360249223543064,-0.20261707868401635,0.42539775146468617,-0.4964867681868002
26000_0,,,,,,
27000_0,,,,,,
28000_0,,,,,,
28095,0.5829844416272951,0.6732060753345405,0.4483128471905019,-0.12847282507983973,-0.6177468985446746,0.46651930664851404
28099,0.1569769503963963,0.41940741640496,0.3209742766089782,0.24824905795398305,-0.3459759197793312,0.3796636041963259
29000_0,,,,,,
31000_0,,,,,,
36073,-0.15073089461762093,-0.17146268342976176,-0.25974661685071965,-0.18732243068806098,0.27993542198235105,0.14244623117989902
37000_0,,,,,,
37037,-0.008375859438718512,0.10247540001810518,0.06198329575910152,0.24201442774132742,0.05960158588165564,0.07739099977039213
37155,0.20213806091836709,0.42260555657823307,0.202053692396877,0.4735063319161343,-0.18046405552639205,0.4224693267623529
39000_0,,,,,,
39169,-0.46378487099361293,-0.5454904813622349,-0.20229806709872186,-0.4694413815116162,0.5500965324150389,-0.7207815510003593
40000_0,,,,,,
45000_0,,,,,,
45027,-0.1903294904233752,-0.172522986581229,-0.1224510984742598,-0.242873950311967,0.24165220999279616,-0.3446000083502167
45075,-0.32804226693778443,-0.4117499016488269,-0.05491265951631087,-0.3781495623977047,0.20090681773760502,-0.043241546424959476
47000_0,,,,,,
48000_0,,,,,,
48091,-0.15402897260533954,-0.4971678250260232,-0.5783082071932869,-0.560894042714411,0.2636084866613675,-0.2600408436502088
51000_0,,,,,,
55000_0,,,,,,
