,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,01000_0,05000_0,13000_0,18000_0,21000_0,22000_0,26000_0,28000_0,37000_0,39000_0,40000_0,45000_0,48000_0,51000_0
