,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,17000_3,19000_3,22000_3,25000_3,26000_3,27000_3,28000_3,36000_3,37000_3,39000_3,42000_3,45000_3,47000_3,48000_3,51000_3
