FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
6001,-0.39840807417607565,-0.6376508850486461,0.28793425738992323,-0.5931978323021708,0.33613972320919194,-0.5686359562267279
6037,-0.5981875906590538,-0.6359656381696204,-0.06563205029452637,-0.5044661085754154,0.46204420819247266,-0.622904222844021
6041,0.17635913292720304,0.42938490514322314,0.721920630176693,0.2674822033450793,-0.38452028433396496,0.28842156498892113
6059,-0.066491883861131,0.07087176451464144,0.5887947381196027,0.09354878689992879,-0.127966101523664,-0.0010917656134587558
6075,-0.3583816933214387,-0.6891813615716936,-0.38522893919781714,-0.7366912515543168,0.37701835826861885,-0.5090550721430745
6081,-0.5133401725822853,-0.8364384206700114,-0.7611893686121398,-0.7062609577461325,0.5746935005167955,-0.7292923608957769
6085,-0.5629700147687767,-0.7705212388184577,-0.5078326897261355,-0.7289846160582446,0.5986244512158866,-0.6702899904055816
8031,-0.5806235688444163,-0.7255083693983423,-0.5397112170889581,-0.7190997949145722,0.664352242886216,-0.7657505822118895
11001,,,,,,
12086,-0.46255208833406103,-0.37495556790409695,-0.40331961722773496,-0.525082185355661,0.3277232405763362,-0.6313701638538827
12103,0.11398500683336588,0.30264333561401274,0.25294107085291223,-0.1214817005449386,-0.29357629049786677,-0.060174011420266495
13063,-0.6180540636808841,-0.2931371131434879,0.05967397597017466,-0.1403192427302007,0.4232999127068669,-0.7857360684393122
13089,-0.5163470647158587,-0.3747368386943036,0.11998096766116235,-0.48081239855291225,0.37177006870257373,-0.7201830681969238
17031,-0.5478657174061161,-0.6435364253466709,-0.344905094372316,-0.50569645382635,0.5811673910738457,-0.5980516800802538
17043,-0.5436584015450399,-0.6928852861392507,-0.24343874274393007,-0.5739615920095569,0.5884744545123078,-0.39190864597029246
18097,-0.6492804887603875,-0.7606186367065348,-0.30779278152287276,-0.6266678817162822,0.6884258052436922,-0.7450762900835285
22071,-0.6238394297084859,-0.5652498709568524,-0.36716496838621593,-0.5128554255220434,0.6962913007002168,-0.3652424829095915
25001,-0.5753747497583901,-0.6065157632409454,-0.40376026488814787,-0.6605756517242976,0.5580701928850742,-0.5118207140179697
25025,-0.6174563612228895,-0.7878460626342862,-0.6725291511717915,-0.7224986693873734,0.6920156650892659,-0.6813266947537274
26163,-0.6805696569645113,-0.8734089289547551,-0.5111077590909487,-0.7165953362316089,0.794207208339707,-0.7399205942181303
27123,0.005193700623449165,0.17916594377959263,0.2684163811108654,0.25228404310829144,-0.13463549832951724,0.3488299032887739
34003,-0.6712195476342372,-0.8514458426496837,-0.5267963706859826,-0.6797169458298641,0.689263661677024,-0.7408388126796569
34007,-0.4788458300157865,-0.6485827417093962,-0.29500956735015826,-0.3353219981104448,0.4718949901655929,-0.6175486118665044
34013,-0.6384613763981862,-0.8445756978621356,-0.5055737111219148,-0.7065366636696574,0.7078412875536422,-0.7331203560257945
34017,-0.6094326877011301,-0.8224375701432467,-0.5500558688247176,-0.654365075087155,0.6564722124930711,-0.6745171702016938
34023,-0.6204658039352523,-0.8458460619716556,-0.23996102768218658,-0.6177682603719115,0.6632512438405084,-0.7350143348768146
34031,-0.6714367718478974,-0.8077235825159383,-0.35120108602438266,-0.5936390809127047,0.6786846640154746,-0.638844206134205
34039,-0.6616470433293269,-0.821001638974543,-0.5702459040510348,-0.6633198339975381,0.717972925069657,-0.697434925730674
36059,-0.6369473756434668,-0.8221979816251195,-0.5620309969979025,-0.6999248477543307,0.711642851135939,-0.711759099837733
36061,-0.5349072881779657,-0.583209428850599,-0.7504578836176636,-0.681594136734777,0.6268815576987669,-0.5970522357443196
36087,-0.7254976485588228,-0.8277252744290721,-0.5012453447085129,-0.6688705290410936,0.7572509076924583,-0.8178204621116184
39035,-0.4230972833741697,-0.08984366191254753,0.3860939381808448,-0.21863808014037858,0.18475806130338862,-0.2189126442798938
42045,-0.4765297089106153,-0.6200202902818317,-0.13780792247657472,-0.4779414355586043,0.5768587179658129,-0.5159733655455244
42101,-0.5180028677799484,-0.6623954696925187,-0.5132770069034509,-0.5005806546261168,0.6045957441316074,-0.6607265008993315
48113,-0.27240987838094166,-0.030491831996182862,0.14957537663798556,-0.30390016643814266,0.02986594786355167,-0.24875178051119215
48201,-0.2309349430859217,0.02844941152338479,-0.10272237497700351,-0.25865682295157577,0.07675528660220796,-0.313860843701958
48439,-0.1775366270837835,0.1653963612406154,0.34982228182715436,-0.2373904208590045,-0.04723316510196725,-0.024536985275968867
51013,-0.284971380006719,-0.746528469682318,-0.42702345326162544,-0.6430194152366424,0.34758700021894023,-0.7436515664121662
51059,-0.47988300570295384,-0.6758931281913868,-0.32261523513679663,-0.5767103549697999,0.5012832472648335,-0.3438974019764402
51107,-0.03201989139657564,-0.12836565861159777,-0.015034998943856508,-0.10569273535694444,0.05613392683700122,-0.3132367166506417
51000_3,,,,,,
51510,-0.217337964363811,-0.44841962964016024,-0.13089757597710205,-0.36817561333709586,0.2933741025604163,-0.2142785069752247
55079,-0.6242047616534351,-0.7068347518541593,-0.16803632137632665,-0.6179761162628067,0.6345802494863579,-0.6675854547990275
