FIPS,workplaces,retail_and_recreation,parks,grocery_and_pharmacy,residential,transit_stations
6001,-0.19116514349736222,-0.08594377508660617,-0.14875349759922285,-0.006785817736134478,0.17823745746065628,-0.32153196979317067
6037,-0.705917426634064,-0.6983809338907808,-0.3779130058735747,-0.44015517949136074,0.6354936327793093,-0.799923747807119
6041,0.19647665724820756,0.4709085716309203,0.7409581716973965,0.299622661653573,-0.40415772520378207,0.2986985432852109
6059,-0.029480117741754994,0.12866395839354786,0.6185490669881788,0.1423087134770127,-0.16159155935851935,0.032792888481770366
6075,0.03131912270060422,0.26803605277395265,-0.3298329042526595,0.5343325456965979,0.03247623803199485,0.2870158510823134
6081,-0.19360987713280592,-0.23021055006617192,-0.2904857837843424,-0.026279795834204728,0.2710600964559465,-0.04277467218197046
6085,-0.204707131012099,-0.09712375247300453,-0.6371797012458604,-0.014918957635991659,0.2489315073333202,-0.23851735100770413
8031,-0.1338246572593954,-0.42948253103438433,-0.5609393390166956,-0.07301006526028811,0.40959922293293755,-0.2215066746569564
11001,,,,,,
12086,-0.3233333688420505,-0.25026963132787183,-0.27117540960795516,-0.2198053122939383,0.20939133497615195,-0.4330729446955843
12103,0.1304398762164521,0.29498028952430566,0.2353197088306069,-0.09865476762778916,-0.2999655592084205,-0.037209643632906964
13063,0.2888108071545069,-0.16976389552989413,-0.4102172450171573,-0.059791022205064076,0.016095613360885164,0.32233581973558134
13089,0.13014742323656103,-0.062337371341276634,-0.2211657502662215,0.2613568281346489,-6.8870659237201676e-06,0.31596132089012485
17031,-0.44996357602067816,-0.725402295373323,-0.7011484203833018,-0.3417711309465596,0.6235495510481284,-0.5509826267319613
17043,-0.32801566462377374,-0.6853421559363138,-0.6490277899525375,-0.3205759111910746,0.5019956498115088,-0.08260460103912108
18097,-0.12139376583206686,-0.5253641316079158,-0.5178606300819822,-0.26538972085002827,0.3910184803153195,-0.39282286912569003
22071,0.19014081733555196,0.06147582844366361,0.18301148093968753,0.13239347934588597,-0.016910288868834306,0.011452439676220958
25001,-0.5321100536941161,-0.8640520644621108,-0.816867455079526,-0.8240939965266377,0.6369595379205438,-0.8260146920918403
25025,-0.024664846865677128,-0.17775495253256238,-0.5886656413446665,0.11686206597263266,0.22597678076986522,0.03090942493557898
26163,0.1344256986022503,-0.20761236039160558,-0.4303798690688024,0.19146571519553018,0.09901302838717878,0.06262789610976847
27123,-0.24485731903788688,-0.5995282267702747,-0.5340975908387897,-0.2345585477199689,0.4740139527411829,-0.5215401246663145
34003,-0.27510094599445545,-0.41771175188127774,-0.6260459189585584,-0.16991096692936988,0.3903878406744563,-0.46290314628391105
34007,-0.18961694577455168,-0.47778471937236655,-0.6047570210879168,-0.4206895474389582,0.4249955613915106,-0.3963512393921019
34013,-0.2964639751506158,-0.45103021822374795,-0.6871835717931868,-0.18394598331420717,0.4816813621998935,-0.2254720138735459
34017,-0.2725155227866587,-0.5029794690463214,-0.742637186098359,-0.22375658068324117,0.42678634455367487,-0.34087806992277464
34023,-0.32553831180002607,-0.5021372319356204,-0.4706258495114456,-0.35162709479118054,0.4498756164911024,-0.6263165268208828
34031,-0.42488463693703643,-0.5802247605075694,-0.6765384418706392,-0.3306201559005506,0.5732184418758339,-0.634140713516028
34039,-0.22142749495735858,-0.4477209270438445,-0.5449724847368609,-0.15785346001125458,0.4082952313656513,-0.38549044168169505
36059,0.03441064977226588,-0.07085839747891493,-0.534607894883102,0.1330923833330015,0.09403058635976903,-0.0881405029359098
36061,-0.020537367869102912,-0.019369550606409512,-0.2550857062469846,0.08988949591441246,0.12814828032609948,-0.02582867710855619
36087,0.08408548971938588,0.03219783849885767,-0.4211217676410917,0.23016918494412963,0.08093871042069083,-0.2461257599068296
39035,-0.5245366423725496,-0.6078485428705822,-0.11597186662150889,-0.26145518646503896,0.5251378164930587,-0.6427768174457287
42045,-0.31547284955754545,-0.655073126631654,-0.4749776361186228,-0.5769803619058622,0.5125373880921442,-0.3130932922661107
42101,-0.2862319057129937,-0.5023892477209453,-0.5038481181853334,-0.2153945154625881,0.5088750317500096,-0.3595924381841302
48113,-0.2648001539122427,-0.05738907994150197,0.07660616093258592,-0.25112162552019035,0.039949040214259685,-0.27471514187608
48201,-0.20071260822795187,0.006836440641860038,-0.11743011534522063,-0.21080989522324975,0.06594496359875439,-0.27777020411691755
48439,-0.08557952627879052,0.14136487887673374,0.233674718398524,-0.12661380278515819,-0.09939269791528992,0.11445876188009346
51013,-0.27616944166354285,-0.6299132054593941,-0.2251924678421896,-0.15399307481132166,0.33367412734745056,-0.5137901435818669
51059,-0.03863103144079287,-0.3182357427204877,-0.4849582440333278,-0.1822186921334295,0.1599675705822588,0.1414597836515978
51107,-0.33271844888760344,-0.7180047706637582,-0.6100931463109102,-0.5346197367860444,0.43094537100846414,-0.5398948994607066
51000_3,-0.10532238275579682,-0.5707995936530345,-0.456791479510999,-0.34345188577752994,0.352569730327264,-0.40411888794765366
51510,-0.3580680730213264,-0.7024581947729543,-0.2518726063994298,-0.23748802002712482,0.489731120597606,-0.43955480373544736
55079,-0.19189893637167316,-0.5486699896790472,-0.605946300678537,-0.17100771883230653,0.42821058140127544,-0.4548605394120969
